enterprise_id,team_id,dealer_group,vin
TaD1VC1Ko,dfd6464a-b,Koons_01,1FM5K8F80GGB42986
TaD1VC1Ko,dfd6464a-b,Koons_01,1C6RRFJG6MN627703
TaD1VC1Ko,dfd6464a-b,Koons_01,1C6RR6LG0PS518625
TaD1VC1Ko,dfd6464a-b,Koons_01,1C6SRFFT2LN394019
TaD1VC1Ko,dfd6464a-b,Koons_01,1C6RREJTXRN218862
